srcip,sport,dstip,dport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,attack_cat,label
99,36459,185,966,icmp,CON,41.26534899941792,579,778,106,133,4,6,ssh,2.083259143635484,1.613952182413737,23,30,833,2562,21553,325,0.15024471184966948,0.03660043235671451,0.4462839147142299,Fuzzers,0
61,59820,222,301,icmp,INT,41.95721786699285,1695,1761,181,39,4,1,ssh,8.80196349358316,8.883919623063461,8,4,130,78128,74790,509,0.9691337608945035,0.1412313380380077,0.7653367473433933,Analysis,1
249,57822,243,777,tcp,FIN,86.77155105440049,784,402,93,94,4,1,dns,4.917994984063824,9.643248372166527,8,84,774,402,53708,587,0.05812912249827462,0.856813371452671,0.13876773732299175,Normal,0
135,1192,43,803,icmp,INT,57.06351142400633,629,530,246,130,5,4,http,4.573496657754035,5.977924519826514,55,91,126,33228,53581,673,0.41758537634263504,0.33285214121272033,0.4045977579858977,Normal,0
35,58115,72,391,udp,INT,41.803974313241945,47,390,187,97,9,4,ssh,0.641160797212782,1.1322327500874085,89,75,558,86200,44995,425,0.8177766632322707,0.029437927647040785,0.06595574774991753,Backdoor,1
18,42157,11,1009,icmp,FIN,27.65633777879937,302,890,234,222,7,5,ftp,9.903505351529194,9.569555331052499,55,95,997,78669,67742,813,0.4980954133531975,0.33048092157884335,0.950042722017154,DoS,0
217,38035,17,316,icmp,FIN,93.84189253132847,890,337,214,197,7,8,ssh,9.119689319204557,6.051680659218219,53,63,878,82991,16241,658,0.16056934623817465,0.16890966965672594,0.17181898858947942,Fuzzers,1
237,12537,27,931,udp,INT,48.795494096382306,1164,1755,190,158,2,0,ftp,8.90585711704089,2.4230937991332233,62,97,424,18368,71867,888,0.22773791301365942,0.5048807707722534,0.8395895648952346,Fuzzers,0
194,60288,176,38,icmp,CON,32.61031149920348,384,1784,123,128,3,1,ssh,7.837389911284854,7.771024079795775,95,85,775,45533,13426,149,0.3589180617624691,0.3027064144304349,0.5495100763254399,Analysis,0
32,20067,154,315,icmp,FIN,89.92442677099035,898,668,98,206,9,7,ssh,5.60652996912652,6.887012584415655,8,98,795,87312,28984,157,0.6464038254063634,0.21126995589325015,0.679298771461991,Backdoor,0
25,27978,9,326,udp,INT,68.00602411370707,833,218,136,49,6,2,smtp,3.221740037735623,8.14761387105069,9,93,415,83524,82479,645,0.6735414728557245,0.355311604448206,0.32136386186260635,Backdoor,0
51,20216,108,367,icmp,FIN,88.49806724463794,1104,856,96,150,8,6,ssh,6.027942195709091,8.827059208941957,35,85,247,1578,20363,526,0.49871911594766305,0.4835349537949546,0.7500908077732179,Normal,1
191,63576,29,458,icmp,CON,30.017716299759844,1804,100,155,240,3,1,ssh,0.30587356671874844,9.291566023688464,51,52,827,71423,56501,115,0.668971989242546,0.21873081743125788,0.5479136859734244,Backdoor,0
195,32191,50,777,udp,FIN,97.73680344449814,934,96,172,124,8,3,http,6.9510887020626555,4.558647361023223,10,44,576,15378,91472,621,0.07367132319958225,0.3604050357255846,0.2696304006814686,Fuzzers,1
213,8379,15,451,icmp,INT,87.20482856960196,1434,997,92,57,1,5,http,5.7409263115653495,9.015946435321787,40,11,419,96896,62321,883,0.5798259774772757,0.3265604025285327,0.01874404450561551,DoS,1
25,1724,135,620,tcp,CON,63.614413668475876,1229,189,95,204,0,9,dns,1.3866186847577178,2.0549649233370126,76,85,356,50112,3229,351,0.3471634756956019,0.8929332430030387,0.741514242096063,Fuzzers,0
39,64255,21,134,tcp,CON,97.52179725753223,1677,995,153,191,5,3,ssh,0.7363768318287411,2.862261448014155,21,7,366,14304,50690,284,0.5550411794381755,0.384275965458143,0.7896469754884905,Analysis,0
229,16235,200,31,icmp,INT,43.95249718500879,1906,1333,190,95,4,2,http,6.289995381201637,4.26053965122294,22,25,229,85956,85425,804,0.028152571435225204,0.22657985202313036,0.6469967329094901,Fuzzers,0
236,50744,237,415,udp,FIN,50.213594027530796,1596,724,27,173,0,1,smtp,0.41682909943103086,0.9590527575988272,36,37,432,91488,51404,598,0.1353222745145628,0.06420582368031702,0.7376964073922494,Analysis,1
185,2902,218,162,tcp,FIN,59.6473076188731,463,1892,238,177,4,4,http,4.246242969368885,7.610673379106522,61,82,969,13944,26684,771,0.599778715385518,0.2918169441979265,0.7806645164274013,Fuzzers,0
27,58877,210,129,udp,CON,78.0745895200784,545,1355,243,121,9,5,smtp,3.772546824839722,3.632024655560987,49,47,917,17855,20917,466,0.4402070488272408,0.9891727504757465,0.28554578860046886,Backdoor,0
18,42992,191,105,tcp,INT,70.17207869511655,515,278,155,15,0,3,http,5.2152864233617695,4.2336010595688665,23,24,439,7528,97943,943,0.34630194212275844,0.12911936537326463,0.5707873651586886,Analysis,1
15,15522,232,293,tcp,FIN,91.74846620707868,1520,1981,172,191,0,0,smtp,4.999622970083318,6.289943317741966,92,50,528,61586,34193,715,0.04765061220792899,0.4073865863064823,0.5063848216189379,DoS,0
176,58392,225,199,tcp,CON,47.01527171610096,1996,1823,167,71,7,3,dns,8.082934501663653,8.889413468591126,8,79,502,69782,98007,465,0.8962757441757192,0.43421503858233723,0.27831939616911827,DoS,0
215,20236,55,165,icmp,FIN,56.8315956888882,150,501,216,161,1,3,smtp,7.079797175168453,9.770147802966775,49,71,548,68218,39226,614,0.12233949788852172,0.7983406958502317,0.619322205012936,Analysis,1
161,65392,154,326,tcp,FIN,41.53327908763046,1959,262,173,241,3,3,ftp,3.815196085140874,8.42876326384954,27,41,675,55013,80342,964,0.18040631495935344,0.9486188003324417,0.3347799306083282,Fuzzers,1
67,39699,78,275,icmp,FIN,78.93842278652163,1291,897,195,92,1,7,ftp,2.9277733093804423,5.674757942866089,32,25,599,88930,17618,267,0.5304258842261375,0.08188748927968192,0.6916245924982637,DoS,1
193,29960,213,991,udp,CON,71.81189091687806,944,1769,156,112,3,8,ftp,2.1508690868655247,2.6392908787219915,1,69,672,81489,3150,837,0.03785949056800764,0.5377317445617166,0.6002122275150304,Normal,1
16,4798,3,661,tcp,FIN,95.48561668147234,1520,1289,87,80,6,3,dns,5.12869852325105,9.317937058001078,75,60,388,5785,13940,708,0.707677670800098,0.013257619629515438,0.7233100941308458,Analysis,0
211,17805,106,699,tcp,CON,96.80180497290594,984,1781,131,164,6,5,smtp,0.9440077614472342,3.5458041838350107,57,2,697,98495,49309,383,0.4493025136496076,0.1829705235582394,0.9667473782577619,Fuzzers,1
227,4784,97,709,tcp,FIN,55.9628284643143,736,1684,38,184,0,5,smtp,2.539458167036238,1.9096837366184893,6,63,158,68735,55939,323,0.9516101470639378,0.18940818915120505,0.8130386693679833,Analysis,0
183,56058,217,74,udp,CON,3.829613913387553,1148,100,205,35,6,1,smtp,6.474967568236205,6.397159514294248,95,25,143,24670,91525,961,0.6348803928619113,0.11003168450826106,0.7734711249408768,Backdoor,0
224,7486,75,515,udp,FIN,58.65537511301877,955,1406,74,161,8,0,http,2.088568051708127,3.8242188111372966,29,55,889,82364,86242,849,0.7515826695719288,0.2426767839447952,0.9327659903700688,Fuzzers,0
149,8323,228,629,icmp,CON,64.85225794577362,1130,718,23,8,8,5,http,3.8705451276732585,8.35599646234354,40,19,739,43820,60080,374,0.17776104985133467,0.6282102518123298,0.04763403172265701,Analysis,0
119,9054,127,962,tcp,FIN,6.7323183241541855,1651,1977,183,61,8,1,http,4.557026496541936,9.771099853627295,41,30,532,69932,77190,407,0.6972819093400233,0.7442379498704615,0.6832599580258752,Backdoor,0
82,63873,175,458,udp,FIN,18.076458380405136,1462,461,181,101,8,9,ftp,9.044291895489588,8.14231035955366,55,99,421,20714,8923,848,0.6182752192684873,0.8793096174108543,0.606830716358314,Normal,0
235,63635,135,294,tcp,FIN,86.73496524147762,1557,1311,186,140,8,4,ftp,4.002106683878226,2.6989098231895046,61,22,164,11438,8151,893,0.7596830240837958,0.3214213910038275,0.13006736948444475,Analysis,1
178,47138,110,777,udp,INT,43.18791113358187,1069,1967,47,48,5,2,smtp,9.890112624327742,7.574803050824813,12,6,554,17752,71798,303,0.9531064182484544,0.7090444400199196,0.19753492429981756,Analysis,1
49,5781,78,205,tcp,CON,92.34079864425483,1979,1533,196,99,3,5,http,1.0221972497986043,0.7707205123711736,29,49,950,39461,85107,221,0.5058693495206726,0.8800806105634227,0.3793605203473661,Fuzzers,0
244,33533,72,907,tcp,CON,32.28049286042219,1480,618,203,107,7,1,dns,9.99136830156347,2.5920279213065536,35,50,499,33430,9192,607,0.32691116353120975,0.14714393246751512,0.5284128748226551,Fuzzers,1
16,62206,163,378,udp,CON,98.05917151277137,655,1926,148,211,2,7,ftp,3.6730520537157796,9.071310868694315,96,49,150,12452,31577,851,0.17670601691466292,0.10868123177044153,0.26119201796322955,Fuzzers,1
150,7259,83,85,udp,INT,67.40004742097874,1545,1115,157,97,6,0,http,8.674368465350483,8.874891516036916,51,41,663,2810,83667,377,0.08117857847708132,0.39659036292378236,0.1366512412251104,Analysis,0
49,52219,220,373,tcp,INT,74.89112245078479,752,1646,31,151,8,3,dns,8.569535226729297,6.830324321270726,10,7,715,47499,90800,477,0.40008318498156903,0.7307247427196951,0.5375735800235377,DoS,1
169,2197,34,1003,udp,CON,59.966151544758596,714,870,105,151,2,3,ssh,3.539352038859284,9.619049642565637,71,51,751,23423,20230,966,0.3087899583070164,0.09523102029324026,0.7073862099173577,Backdoor,1
105,52887,55,454,udp,CON,54.37821059811283,924,1317,208,24,3,5,http,4.709807129428292,2.6555402820718523,75,32,969,75304,7736,453,0.7158786429712294,0.44658456065052465,0.07300580463475959,Fuzzers,1
112,36152,12,78,icmp,FIN,72.68961646496074,1397,1070,108,189,0,8,smtp,3.612275480443631,5.504236015811609,76,66,296,75920,33674,416,0.2314559076686432,0.30071451464975396,0.4254745094632375,Normal,1
171,58303,220,394,udp,INT,20.01668753013498,588,1248,218,120,7,4,ftp,9.697454759041374,9.46772061445681,73,89,826,26840,37789,182,0.5795837896401329,0.22439514604346278,0.1803563056027382,Analysis,1
193,27721,106,755,icmp,INT,48.733183222796875,1103,1362,57,98,1,8,smtp,4.788281820947007,0.34899996268445976,30,36,578,49494,82826,643,0.6463286061734651,0.7521522365182661,0.10405493927669784,DoS,0
97,51686,9,74,tcp,INT,95.0079592746502,1672,1692,81,173,6,5,ssh,9.339188760359566,2.2742132982772145,81,85,451,99882,83273,282,0.27488748481011094,0.9815691520346185,0.2995079613844547,DoS,1
254,55385,11,926,udp,FIN,89.45397634901089,1914,744,88,156,3,2,dns,4.105233813430748,7.357716061515564,7,26,627,65845,89347,136,0.23903218973110774,0.8703604635398735,0.5383104049391325,Fuzzers,0
127,21983,234,775,icmp,INT,93.13849165435161,665,1277,149,185,9,9,ssh,3.9580854952142364,7.247620155065708,78,17,782,94492,27812,233,0.5575614875308773,0.0850101637451488,0.3900774520097282,Fuzzers,0
41,42459,224,774,tcp,FIN,80.10634573865597,1101,1796,41,22,4,1,http,2.8087036378462527,7.56673580632296,98,46,898,5831,83015,562,0.848539411168251,0.5308169324974499,0.9061619472994157,Backdoor,0
2,30756,71,775,tcp,FIN,78.46134498783138,1798,1623,18,127,4,5,smtp,6.2429668474612585,1.3088202333336285,21,83,830,77394,19371,880,0.33720896187711735,0.40849796941535177,0.7061738299363222,Backdoor,1
52,28886,166,171,icmp,INT,92.5902368316634,1570,492,86,61,6,8,http,2.3062308401683307,3.519894780241295,23,67,736,59698,20542,606,0.44317626773081364,0.7321024130614373,0.9323982025442948,Normal,1
176,52615,65,824,tcp,CON,76.48361131033667,1335,620,48,30,7,5,dns,9.307284714977683,3.551398078301359,94,53,212,2101,24919,154,0.07867822687498094,0.4782145150630097,0.8672741177527116,Analysis,0
138,15603,215,228,icmp,FIN,9.06760038144554,262,1732,118,209,4,6,ssh,7.040877498330421,4.899776820788773,94,95,127,83208,98995,662,0.8610766018442769,0.10015440259230157,0.19610118613381256,Backdoor,0
86,8742,182,174,icmp,CON,57.599618875811764,1632,1908,8,102,6,0,ftp,3.8813196048763077,1.6179307742701077,90,52,582,85907,78856,985,0.3110776570072292,0.8182271382311382,0.1645105235639398,Backdoor,0
123,32016,113,61,icmp,CON,3.8334364773673246,1302,1145,57,205,9,2,smtp,9.832090137483043,7.854177345439414,63,64,765,61419,82161,944,0.8259093054361815,0.5057875800397883,0.916717341801536,Normal,0
213,54029,236,163,icmp,FIN,17.77002608079796,1007,836,66,224,8,2,smtp,9.234601984241342,3.77464890956678,35,97,840,20436,94523,411,0.23956378783295262,0.46437026908907963,0.32310069730063506,DoS,0
146,11538,57,151,icmp,CON,67.83925021292919,260,1854,2,68,1,2,ssh,2.6299256418602623,7.935446551748346,94,69,521,42393,29004,538,0.3965982882966037,0.4846076016208156,0.32526278753456483,Analysis,0
15,22971,254,907,icmp,FIN,92.20517656714968,1415,232,122,195,1,7,dns,8.832114360795527,5.654937013185995,93,23,758,89339,62338,139,0.6772703756327647,0.5434641241691335,0.6325909652979467,Fuzzers,0
13,44053,74,81,tcp,INT,1.4380689715541184,1353,1683,207,243,0,4,dns,1.807799907394111,5.823059547561794,72,9,914,22857,94568,213,0.06433801048013055,0.9880944477543325,0.44179944759477685,Normal,1
123,31786,226,669,tcp,INT,75.63371742251923,546,1932,246,202,5,9,dns,7.039408908677504,5.669836879353593,26,11,929,6942,24627,868,0.06640518373009696,0.2563719516509074,0.7762467230405327,Analysis,0
103,40100,218,73,icmp,CON,45.70634397869247,680,1520,204,235,9,5,dns,3.6922565110420424,4.696497171641861,68,80,668,18014,40587,138,0.7394625672574392,0.5417906553178425,0.7645631817447812,DoS,0
217,35086,143,985,udp,CON,82.27986409361803,1924,771,207,18,0,0,dns,8.262549843511792,9.415614316987927,56,84,146,78588,33157,350,0.5753660220167114,0.23977363673575258,0.7841088123828374,Backdoor,0
149,53282,31,584,tcp,INT,63.357506152615805,1284,700,231,206,1,4,ssh,2.196957853824062,7.209856130259789,48,76,288,99654,75326,192,0.6945747177543692,0.9267585222771879,0.6604298658164386,Normal,1
193,57487,191,536,udp,CON,58.75233050837115,1071,732,95,243,5,6,http,2.6920756423726178,4.315796455728237,39,2,859,42458,92131,874,0.6031746505362882,0.33033537007004077,0.5080427232934729,DoS,0
149,30023,178,97,tcp,INT,42.605584410160326,891,469,41,73,7,3,dns,9.08214630797821,9.02977736673398,41,20,858,34305,86286,102,0.3118715105447769,0.6296471692103314,0.7617148691716609,Fuzzers,1
88,28867,220,891,udp,FIN,34.82922962821506,1089,568,233,153,0,5,ssh,7.41725662313943,2.4042139880627644,80,17,296,25423,85189,569,0.34984523944208656,0.37323052959614456,0.0067896373771476615,DoS,0
167,18999,58,446,icmp,INT,50.27864107959631,1645,1813,34,76,4,1,ftp,6.138654023905781,5.543550077473615,12,22,151,1280,79047,983,0.32500237814921884,0.8714565233857728,0.3459231744917187,DoS,0
158,29650,61,160,tcp,FIN,67.26003033518217,150,1189,167,115,3,3,ftp,5.0110670412082285,2.0709429741786223,56,12,849,65405,43556,741,0.7382395262368595,0.6273152937099314,0.9707331675161159,Fuzzers,0
183,54980,90,732,tcp,FIN,37.878636680239595,280,331,57,140,2,0,ftp,7.760064599822653,7.097013014303183,15,24,564,87453,77548,272,0.7389287543147016,0.49450532230556754,0.19985678368386994,Backdoor,0
49,33386,94,967,icmp,CON,48.79742274105111,449,470,169,135,2,6,smtp,6.230311260457349,3.904965625461255,15,93,325,5772,65618,625,0.8148689339786189,0.8343313840762443,0.29223945658989114,Normal,0
163,45600,1,35,udp,INT,59.597869765319814,516,96,19,63,2,3,smtp,7.318957865369508,7.990574358624603,96,85,295,8665,87442,808,0.31620267340527,0.7060085622381719,0.269156786624014,DoS,1
73,28015,39,222,tcp,CON,0.2978803134624286,297,1622,129,43,1,5,ssh,2.965832675838298,3.414535146942913,42,69,263,91558,51376,766,0.1082908518948984,0.12585043671383422,0.8340466265911577,Fuzzers,0
201,46614,122,661,tcp,INT,21.3903198433125,871,1682,164,155,8,5,smtp,8.734018601614942,2.8927899948674938,29,24,753,39264,65815,361,0.9410276744370932,0.18602480000595167,0.6009000619794865,Backdoor,1
203,46983,246,82,udp,CON,18.437753545464165,57,1343,215,188,0,3,ftp,5.878276295228137,7.981520751639483,98,26,713,58406,87104,471,0.8840643774847735,0.03209393101912894,0.823988078199157,Fuzzers,1
159,35091,33,780,tcp,CON,87.3368819794928,726,1644,171,110,5,8,smtp,5.087368123735577,7.898916427622275,42,37,855,4685,93227,653,0.3828283275491303,0.24847598194749387,0.5453698385884467,Fuzzers,0
241,61309,62,632,tcp,CON,89.9561683908844,93,668,140,52,8,8,ssh,2.9660223285189744,1.0600951883066956,28,26,819,98742,53748,159,0.11911581349858957,0.6096528873425398,0.8487755215306986,Backdoor,0
137,57534,219,558,tcp,CON,17.976104561659,218,1838,68,98,7,5,smtp,1.8827321588685475,0.16234927237661956,60,17,195,12784,52521,175,0.30887986946448087,0.7041270205496842,0.7304274207555495,Normal,0
7,11243,10,349,icmp,CON,69.80516231379018,1328,1826,213,199,6,9,dns,9.096922070314331,0.11793629830322949,66,47,980,76179,94603,452,0.9495924909342907,0.20119250688397516,0.4183645781021995,Fuzzers,1
154,15718,25,497,udp,CON,41.65724321701564,884,1498,181,185,5,3,ssh,9.590358777803834,7.810679766085389,22,48,119,54753,53153,937,0.45453860792570344,0.9352601364635432,0.5762505913110604,Fuzzers,1
198,62618,227,102,icmp,FIN,54.81975564176393,1945,358,93,36,3,3,http,7.653067313351489,7.850383671928607,56,8,396,35000,30425,778,0.3123920001068051,0.5845364697586208,0.2657953394601712,Backdoor,0
26,26937,64,753,tcp,FIN,41.0261727588635,1165,1682,72,140,0,2,dns,3.0775274147779985,4.536607952569701,60,94,286,8506,6501,328,0.8342281805397331,0.897800473744996,0.1475156197182791,Fuzzers,1
27,21047,79,636,tcp,FIN,46.854775304194796,799,770,49,154,7,1,http,4.0217955426091665,9.89365382928752,1,17,725,62239,73887,921,0.9846461633185591,0.8012571203529864,0.6683190820563162,Backdoor,1
70,52389,4,551,udp,INT,68.9956334150643,1477,293,196,51,3,0,ftp,0.4807569734511452,9.150185289474427,43,55,983,56185,60196,777,0.32356367849997913,0.9804236812969853,0.1935017412896637,DoS,0
215,39869,104,806,icmp,CON,28.98757738072377,1676,1839,228,214,8,7,http,1.3651590990884854,3.6680150295171687,12,28,493,1502,27555,867,0.3939031678580248,0.8049321659441235,0.7828552084610663,Analysis,1
134,9601,253,531,udp,CON,2.10871974715503,429,1232,79,71,5,9,ssh,0.5966580944635158,8.176209464395521,60,14,580,52240,23640,349,0.8949970308184381,0.28435546944552736,0.1930481788549565,Analysis,1
249,6944,251,424,tcp,CON,50.25664571061299,1107,1056,49,120,8,6,smtp,7.068095330575931,8.167296487566913,19,60,628,77517,17157,209,0.01727620548590647,0.516154356130515,0.8550388978917642,Backdoor,0
222,53155,163,825,tcp,CON,9.808522145410691,595,1833,111,167,5,1,ssh,6.248000558306309,5.7457025778644795,17,33,308,55679,63985,325,0.43565298975373046,0.30037241947884896,0.1622822725592663,Analysis,0
141,50365,172,958,tcp,FIN,95.71237691198763,1985,341,204,245,3,6,dns,5.115331573834048,8.522023545744382,54,72,520,27180,31997,134,0.5888027458216888,0.08458118346118215,0.9516819975835834,Analysis,0
173,23770,164,860,icmp,CON,34.20951258003452,919,1812,224,6,7,7,ftp,0.16699957697575707,7.6676764665216695,77,60,889,65310,20631,267,0.41594544156214475,0.5741847423682803,0.6461075898508113,DoS,1
85,56661,177,533,tcp,CON,2.0936415461128344,197,734,248,14,9,9,ftp,9.195773360593071,1.4677732132257104,45,55,843,40845,14814,293,0.1467093979444245,0.43716311788613527,0.7922228975850398,DoS,0
23,9120,132,389,tcp,CON,48.043318532844324,1684,1801,194,248,7,1,dns,9.883894179228733,4.521507445472574,68,98,297,14331,40756,256,0.2492854051831912,0.11001133841656707,0.24235265464096345,DoS,1
102,57086,53,151,udp,CON,32.15902372634487,1789,72,151,213,3,6,http,3.14308665608697,5.729741806485871,90,98,733,25742,67965,949,0.9516132911340176,0.120112966475457,0.1776798662550737,Fuzzers,0
151,6130,221,437,icmp,INT,68.6165177311066,776,1435,38,115,6,0,smtp,7.692840865654222,6.845600809036236,43,26,977,41605,22011,597,0.5549697415161915,0.5515420164789027,0.24105945421393593,Normal,1
